order_id,customer_id,product_id,category,price,quantity,order_date,shipping_date,delivery_status,payment_method,device_type,channel,shipping_address,customer_segment,total_amount,order_month,order_year,order_weekday,shipping_delay_days,month_sort,month_name
27432013-bec8-4406-b739-c5b13796c3e2,2422,610,Books,128.86,1,2024-04-20 14:59:58.897063,2024-04-25 14:59:58.897063,Delivered,Credit Card,Desktop,Email,"120 Johnson Port Suite 274, Tinaport, Arizona 64536",Returning,128.86,2024-04,2024,Saturday,5.0,2024-04,Apr-2024
f55e7608-f8df-4e89-8ccc-8cbbf433186d,784,947,Clothing,265.69,3,2024-11-13 14:59:58.897063,2024-11-16 14:59:58.897063,Delivered,Debit Card,Mobile,Paid Search,"25003 Lisa Trail Apt. 984, North Michaelburgh, Utah 63553",VIP,797.0699999999999,2024-11,2024,Wednesday,3.0,2024-11,Nov-2024
aff167df-e700-4dfb-8cef-8e79e7e4652d,971,203,Toys,293.41,2,2024-12-07 14:59:58.897063,2024-12-14 14:59:58.897063,Shipped,Google Pay,Tablet,Paid Search,"480 Buckley Drives Apt. 432, North David, Indiana 83171",Returning,586.82,2024-12,2024,Saturday,7.0,2024-12,Dec-2024
6330f390-2a15-4540-9ef4-2687c98ad98d,2946,36,Home,44.78,1,2024-10-15 14:59:58.897063,2024-10-16 14:59:58.897063,Delivered,Apple Pay,Tablet,Paid Search,"258 Lawrence Ways Suite 583, Cainfurt, Massachusetts 26228",New,44.78,2024-10,2024,Tuesday,1.0,2024-10,Oct-2024
aad953c4-f832-45b0-83f0-4f7f32e4070d,139,302,Toys,420.43,2,2024-10-07 14:59:58.897063,2024-10-09 14:59:58.897063,Shipped,Apple Pay,Tablet,Paid Search,"06198 James Village Apt. 551, Englishport, West Virginia 39511",VIP,840.86,2024-10,2024,Monday,2.0,2024-10,Oct-2024
18c738da-6b99-4e81-9612-08440b64655c,744,467,Electronics,429.24,3,2025-01-13 14:59:58.897063,2025-01-17 14:59:58.897063,Delivered,Google Pay,Tablet,Paid Search,"1671 Bell Center, South Jessicaville, Utah 41158",VIP,1287.72,2025-01,2025,Monday,4.0,2025-01,Jan-2025
40dfeb1e-1475-47c5-a11a-f70862b631e5,5,707,Clothing,88.33,1,2025-04-10 14:59:58.897063,2025-04-17 14:59:58.897063,Delivered,Apple Pay,Desktop,Paid Search,"04925 Conway Lake Apt. 835, Matthewside, Iowa 41051",VIP,88.33,2025-04,2025,Thursday,7.0,2025-04,Apr-2025
26412f70-3ee9-4dd4-95b1-ebad8842c2db,461,551,Home,241.05,1,2025-04-13 14:59:58.897063,2025-04-16 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,"234 Keith Village Suite 862, New Jeffreyborough, Minnesota 15495",VIP,241.05,2025-04,2025,Sunday,3.0,2025-04,Apr-2025
9a9fa59f-2518-4434-bb04-2d95fed4e8cc,1355,848,Electronics,244.31,1,2024-08-18 14:59:58.897063,2024-08-22 14:59:58.897063,Shipped,PayPal,Tablet,Email,"01463 Hamilton Corners Apt. 238, Edwinville, Kentucky 76465",Returning,244.31,2024-08,2024,Sunday,4.0,2024-08,Aug-2024
188355c5-19a7-474f-b853-03249937b634,133,762,Toys,473.57,3,2025-03-03 14:59:58.897063,2025-03-04 14:59:58.897063,Delivered,Google Pay,Desktop,Paid Search,"2092 Wright Shore, Lake Joseph, West Virginia 09692",VIP,1420.71,2025-03,2025,Monday,1.0,2025-03,Mar-2025
a0d15f45-d436-4e36-872e-5db2830a545c,43,491,Books,78.37,1,2025-04-09 14:59:58.897063,2025-04-15 14:59:58.897063,Delivered,PayPal,Tablet,Paid Search,"886 Hensley Brooks, Port Jasonland, Pennsylvania 45148",VIP,78.37,2025-04,2025,Wednesday,6.0,2025-04,Apr-2025
446a18c0-f2da-411f-af9d-e66129d465c6,1865,898,Electronics,11.35,1,2024-12-01 14:59:58.897063,2024-12-03 14:59:58.897063,Delivered,Debit Card,Mobile,Email,"4314 Ashley Mills, Riverafort, New Jersey 27206",VIP,11.35,2024-12,2024,Sunday,2.0,2024-12,Dec-2024
59db4312-2260-4c41-9ddd-213574b55731,1723,894,Books,163.99,1,2024-12-16 14:59:58.897063,2024-12-20 14:59:58.897063,Shipped,Apple Pay,Mobile,Organic,"0676 Cory Gardens, New Malikberg, Vermont 01694",Returning,163.99,2024-12,2024,Monday,4.0,2024-12,Dec-2024
a39e00ef-f25d-484d-9ad9-b17e8ad8405d,1277,86,Home,6.84,1,2024-07-06 14:59:58.897063,2024-07-07 14:59:58.897063,Shipped,Debit Card,Tablet,Email,"05756 Adam Unions Apt. 064, Port Paulamouth, New York 87252",Returning,6.84,2024-07,2024,Saturday,1.0,2024-07,Jul-2024
73b9d8dc-5fcf-4615-a92c-4730be431551,2,108,Toys,230.18,1,2024-08-20 14:59:58.897063,2024-08-22 14:59:58.897063,Delivered,PayPal,Tablet,Email,"4239 Gonzalez Extensions Apt. 074, New Nicolehaven, Idaho 88846",VIP,230.18,2024-08,2024,Tuesday,2.0,2024-08,Aug-2024
7e6ff459-5664-4da8-a773-38cc3ffef92c,578,316,Clothing,311.15,3,2025-03-29 14:59:58.897063,2025-04-02 14:59:58.897063,Delivered,Debit Card,Desktop,Paid Search,"90139 Leblanc Manor Suite 879, Phillipshire, Alaska 06337",Returning,933.4499999999999,2025-03,2025,Saturday,4.0,2025-03,Mar-2025
500a7e4c-3164-41e0-9725-2ec5d085c175,44,542,Home,330.16,4,2024-11-25 14:59:58.897063,2024-11-26 14:59:58.897063,Delivered,Credit Card,Desktop,Organic,"244 Henderson Rapids Apt. 435, West Rebeccahaven, Arizona 00563",VIP,1320.64,2024-11,2024,Monday,1.0,2024-11,Nov-2024
632a91e4-4641-4af3-87e6-22ff61eafdd4,592,642,Electronics,261.95,3,2024-10-13 14:59:58.897063,2024-10-15 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,"8393 Ramos Street, Popeborough, Idaho 68760",VIP,785.8499999999999,2024-10,2024,Sunday,2.0,2024-10,Oct-2024
625902a6-6438-4945-bc6d-531f3c2514c0,986,813,Toys,99.46,3,2024-06-03 14:59:58.897063,2024-06-07 14:59:58.897063,Delivered,PayPal,Desktop,Social,"8811 Torres Haven, Amandaport, California 60373",New,298.38,2024-06,2024,Monday,4.0,2024-06,Jun-2024
87fc790e-3474-4872-8513-7a03cbbced45,537,390,Books,173.02,2,2024-06-22 14:59:58.897063,2024-06-25 14:59:58.897063,Returned,PayPal,Tablet,Social,"915 Michael Estate, Lake Sabrina, Washington 29122",VIP,346.04,2024-06,2024,Saturday,3.0,2024-06,Jun-2024
46b59f49-7476-45fa-b3ce-a406cca93551,160,906,Electronics,357.5,3,2024-10-30 14:59:58.897063,2024-11-02 14:59:58.897063,Delivered,Debit Card,Tablet,Social,"3849 Kelly Forges, Jessicaport, Illinois 97658",VIP,1072.5,2024-10,2024,Wednesday,3.0,2024-10,Oct-2024
6716ae32-c420-4a84-b676-0ac8054a7114,118,571,Home,259.68,5,2025-04-12 14:59:58.897063,2025-04-19 14:59:58.897063,Delivered,Google Pay,Tablet,Social,"2922 King Passage Suite 808, Port Diana, Wisconsin 08186",VIP,1298.4,2025-04,2025,Saturday,7.0,2025-04,Apr-2025
326f1cbd-6c30-4583-aa4e-e05b4a7c4e02,590,576,Books,9.0,3,2024-12-27 14:59:58.897063,2025-01-02 14:59:58.897063,Delivered,Apple Pay,Tablet,Organic,"09125 Helen Road Apt. 198, Lake Glenda, New Hampshire 78380",VIP,27.0,2024-12,2024,Friday,6.0,2024-12,Dec-2024
1b235bdd-265c-4b89-9b9f-cb5e60fe52ae,5,563,Electronics,454.56,4,2024-05-18 14:59:58.897063,2024-05-25 14:59:58.897063,Shipped,Credit Card,Mobile,Social,"004 Kevin Trail, West Johnport, Nebraska 00745",VIP,1818.24,2024-05,2024,Saturday,7.0,2024-05,May-2024
8aa6ce20-96f9-45be-ab46-d5d3da9061cb,17,67,Clothing,398.22,1,2025-01-30 14:59:58.897063,2025-02-03 14:59:58.897063,Delivered,Debit Card,Desktop,Paid Search,"4120 Sparks Shoals Suite 866, Port Amanda, Massachusetts 88256",VIP,398.22,2025-01,2025,Thursday,4.0,2025-01,Jan-2025
6fe41828-5921-4771-9e28-e776c3697417,623,371,Electronics,92.67,1,2024-11-13 14:59:58.897063,2024-11-14 14:59:58.897063,Delivered,PayPal,Desktop,Paid Search,"23681 Ann Corners Apt. 852, Ericland, Arkansas 86921",Returning,92.67,2024-11,2024,Wednesday,1.0,2024-11,Nov-2024
12d02ce6-32aa-4369-b671-58ba7b0cdf6f,454,831,Toys,249.41,3,2024-05-10 14:59:58.897063,2024-05-16 14:59:58.897063,Pending,PayPal,Desktop,Social,"542 Russell Underpass, West Marieview, Texas 04228",VIP,748.23,2024-05,2024,Friday,6.0,2024-05,May-2024
b7b93de0-4d6d-4cbd-8674-c97ac30459ad,167,183,Home,46.1,1,2024-06-15 14:59:58.897063,2024-06-22 14:59:58.897063,Delivered,Debit Card,Tablet,Organic,"887 Silva Mission, Muellerfurt, Colorado 03982",VIP,46.1,2024-06,2024,Saturday,7.0,2024-06,Jun-2024
8f788d7f-3466-4bcd-ba87-4e22a149676f,108,682,Toys,102.09,2,2025-01-12 14:59:58.897063,2025-01-15 14:59:58.897063,Delivered,Debit Card,Tablet,Organic,"25914 Lori Wall, South Gabriel, Rhode Island 47874",VIP,204.18,2025-01,2025,Sunday,3.0,2025-01,Jan-2025
eab09c32-8e42-4cfa-8e38-cb77292c3f2d,600,941,Home,107.29,1,2024-07-15 14:59:58.897063,2024-07-22 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,"638 John Creek Apt. 952, Port Victoria, Indiana 39478",Returning,107.29,2024-07,2024,Monday,7.0,2024-07,Jul-2024
0099c85b-5b5b-4815-9281-51144991d4c7,1092,96,Toys,75.82,2,2024-11-30 14:59:58.897063,2024-12-05 14:59:58.897063,Delivered,Credit Card,Desktop,Email,"3275 Carroll Light, Mitchellmouth, Georgia 35433",Returning,151.64,2024-11,2024,Saturday,5.0,2024-11,Nov-2024
7520ecbc-6891-44a2-a2db-a00af1db0413,2927,264,Beauty,58.03,1,2024-09-11 14:59:58.897063,2024-09-13 14:59:58.897063,Shipped,Apple Pay,Desktop,Organic,"328 Serrano Points Apt. 093, Lisaberg, Minnesota 36156",VIP,58.03,2024-09,2024,Wednesday,2.0,2024-09,Sep-2024
ec7c8c93-8f1e-481e-a35d-0c2570e7148c,158,871,Toys,393.82,1,2025-04-19 14:59:58.897063,2025-04-25 14:59:58.897063,Delivered,Apple Pay,Tablet,Organic,"8399 Quinn Shore Apt. 932, South Nathaniel, North Dakota 13212",VIP,393.82,2025-04,2025,Saturday,6.0,2025-04,Apr-2025
26a4d813-3053-4280-851e-ba6f98ac457e,1716,895,Beauty,53.59,2,2024-09-15 14:59:58.897063,2024-09-19 14:59:58.897063,Shipped,Debit Card,Mobile,Social,"24358 Turner Spring, East Jasonbury, Idaho 79410",Returning,107.18,2024-09,2024,Sunday,4.0,2024-09,Sep-2024
15106ca8-cdcd-4b0d-9db8-f1664ae1a3b6,1872,756,Home,460.97,1,2025-04-19 14:59:58.897063,2025-04-23 14:59:58.897063,Delivered,PayPal,Tablet,Organic,"07393 Michael Cove, Port Christopher, Ohio 65533",VIP,460.97,2025-04,2025,Saturday,4.0,2025-04,Apr-2025
33d2a7b2-efd5-4299-86c0-bafcc5dabb91,642,245,Toys,340.4,4,2024-10-19 14:59:58.897063,2024-10-23 14:59:58.897063,Delivered,Google Pay,Tablet,Organic,"402 Estrada Mountains Apt. 868, Kimberlystad, West Virginia 33224",VIP,1361.6,2024-10,2024,Saturday,4.0,2024-10,Oct-2024
61be54bb-f3de-49c1-a7ee-b6bf864e5a48,1430,85,Beauty,374.79,1,2024-07-02 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Google Pay,Desktop,Social,"999 Marshall Prairie Apt. 348, North Dominique, North Carolina 19604",Returning,374.79,2024-07,2024,Tuesday,4.0,2024-07,Jul-2024
644535a2-0f17-4f02-bdc7-b2a0a46ec8ec,1283,71,Beauty,443.18,2,2024-07-07 14:59:58.897063,2024-07-11 14:59:58.897063,Shipped,Debit Card,Mobile,Email,"363 Greene Islands, Jenniferville, California 25572",Returning,886.36,2024-07,2024,Sunday,4.0,2024-07,Jul-2024
47ba2d29-0912-4d31-9b0f-4d63b081446f,457,625,Beauty,288.72,1,2024-10-17 14:59:58.897063,2024-10-24 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,"31500 Diaz Glen Apt. 809, East Leslieton, Pennsylvania 73918",Returning,288.72,2024-10,2024,Thursday,7.0,2024-10,Oct-2024
6df2ed80-0d2a-45f1-b31d-f562240bfd7e,324,39,Toys,265.6,1,2024-10-15 14:59:58.897063,2024-10-20 14:59:58.897063,Delivered,PayPal,Desktop,Social,"259 Jarvis Expressway, North Juliehaven, Illinois 27588",Returning,265.6,2024-10,2024,Tuesday,5.0,2024-10,Oct-2024
aa2c14bd-88df-4671-9e53-75d676f88753,1121,308,Electronics,189.8,2,2024-10-23 14:59:58.897063,2024-10-27 14:59:58.897063,Delivered,PayPal,Mobile,Social,"69282 Hughes Shore, Port Elizabeth, Tennessee 99652",Returning,379.6,2024-10,2024,Wednesday,4.0,2024-10,Oct-2024
887adcb7-992c-47db-872d-4a24932adc9f,659,460,Electronics,48.83,1,2024-05-18 14:59:58.897063,2024-05-23 14:59:58.897063,Delivered,Debit Card,Tablet,Organic,"2425 Hess Roads Apt. 429, Lake Michaelbury, Arkansas 43353",VIP,48.83,2024-05,2024,Saturday,5.0,2024-05,May-2024
5716f70b-b00d-45f2-a830-07ea2fab15d5,1140,903,Clothing,33.06,2,2025-02-21 14:59:58.897063,2025-02-25 14:59:58.897063,Pending,Apple Pay,Mobile,Paid Search,"7288 Nelson Station, Port Briannafurt, Maine 49515",Returning,66.12,2025-02,2025,Friday,4.0,2025-02,Feb-2025
cb3a1383-e109-445b-bf64-e9a675c25e6e,2575,708,Toys,389.51,2,2024-11-26 14:59:58.897063,2024-11-30 14:59:58.897063,Delivered,Credit Card,Mobile,Organic,"1821 Roger Branch, Caldwellchester, Nevada 00774",Returning,779.02,2024-11,2024,Tuesday,4.0,2024-11,Nov-2024
7e4fe71d-78ef-43e3-9ea7-f5fe0321c884,548,789,Beauty,20.6,1,2024-11-28 14:59:58.897063,2024-12-01 14:59:58.897063,Returned,Apple Pay,Desktop,Email,"0802 Benjamin Lodge Apt. 715, North Jameschester, Utah 69508",VIP,20.6,2024-11,2024,Thursday,3.0,2024-11,Nov-2024
7b151c90-08e7-4bad-811d-370869568c7a,125,653,Beauty,180.57,2,2024-09-28 14:59:58.897063,2024-10-03 14:59:58.897063,Shipped,Google Pay,Desktop,Paid Search,"7929 Daniel Mountains, Ryanshire, Alaska 79757",VIP,361.14,2024-09,2024,Saturday,5.0,2024-09,Sep-2024
faa3b468-c794-4b14-8911-67dfc95da9ed,336,208,Beauty,400.16,1,2024-06-27 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Google Pay,Desktop,Organic,"2966 Brittany Villages Suite 742, Sanchezmouth, Washington 58528",Returning,400.16,2024-06,2024,Thursday,6.0,2024-06,Jun-2024
e084efe5-9a49-41bc-a4f4-bb92823a5b6a,43,921,Home,438.95,1,2025-03-13 14:59:58.897063,2025-03-14 14:59:58.897063,Delivered,Credit Card,Mobile,Organic,"5196 Sanders Spur Suite 366, Christinachester, Indiana 56746",VIP,438.95,2025-03,2025,Thursday,1.0,2025-03,Mar-2025
3d7e650a-f640-4907-b6db-bd4628a9a19d,888,362,Electronics,327.29,1,2024-09-21 14:59:58.897063,2024-09-25 14:59:58.897063,Shipped,Debit Card,Mobile,Paid Search,"6324 Jason Extension, Raymondchester, South Dakota 56580",VIP,327.29,2024-09,2024,Saturday,4.0,2024-09,Sep-2024
0541bcbc-1af7-4ef4-b6b6-3f06ea153ccd,84,103,Beauty,204.77,1,2025-02-20 14:59:58.897063,2025-02-25 14:59:58.897063,Delivered,Debit Card,Tablet,Organic,"629 Gardner Parkway Suite 785, Port Stevenland, Florida 62671",VIP,204.77,2025-02,2025,Thursday,5.0,2025-02,Feb-2025
f04c85b2-c0ce-4438-8165-2f8badf34f42,234,688,Electronics,132.71,1,2024-05-19 14:59:58.897063,2024-05-23 14:59:58.897063,Delivered,Google Pay,Desktop,Email,"126 Ryan Viaduct, Williamsbury, Washington 72321",VIP,132.71,2024-05,2024,Sunday,4.0,2024-05,May-2024
5eaf8e31-d595-45e5-8dab-5fcba863ac6a,2554,313,Toys,243.89,2,2024-08-08 14:59:58.897063,2024-08-10 14:59:58.897063,Delivered,PayPal,Mobile,Social,"492 Mendoza Crescent Suite 910, New Amanda, New York 12182",Returning,487.78,2024-08,2024,Thursday,2.0,2024-08,Aug-2024
fd3e00be-f413-4a25-afde-c734f2b5eba4,526,577,Clothing,245.11,2,2025-04-04 14:59:58.897063,2025-04-06 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,"93323 Patrick Fort Apt. 237, New Matthewland, South Carolina 08838",Returning,490.22,2025-04,2025,Friday,2.0,2025-04,Apr-2025
0ca6a822-a68c-4c36-9c4c-db04278677eb,1940,77,Home,213.46,2,2025-02-18 14:59:58.897063,2025-02-19 14:59:58.897063,Delivered,Debit Card,Desktop,Paid Search,"4887 Brandon Springs Suite 483, Edwardberg, Maryland 30541",VIP,426.92,2025-02,2025,Tuesday,1.0,2025-02,Feb-2025
4199990f-a181-4e3f-9105-75b46e0ca61b,811,205,Clothing,364.17,1,2025-04-17 14:59:58.897063,2025-04-19 14:59:58.897063,Shipped,PayPal,Tablet,Paid Search,"106 Medina Rue Apt. 984, South Thomasland, Pennsylvania 49071",Returning,364.17,2025-04,2025,Thursday,2.0,2025-04,Apr-2025
e3107393-25ca-47f8-bbaf-d792787bb164,469,768,Electronics,103.68,1,2024-05-26 14:59:58.897063,2024-05-30 14:59:58.897063,Delivered,PayPal,Desktop,Organic,"28787 Rose Crest Apt. 842, East Heather, Rhode Island 75740",VIP,103.68,2024-05,2024,Sunday,4.0,2024-05,May-2024
fb400c8f-95d3-485f-bc85-3af9d6c669b3,2331,129,Home,412.57,1,2024-10-19 14:59:58.897063,2024-10-26 14:59:58.897063,Delivered,Debit Card,Desktop,Email,"7815 Kari Gardens, Sarahfort, Vermont 07135",Returning,412.57,2024-10,2024,Saturday,7.0,2024-10,Oct-2024
d4cd2070-0e29-4d86-bd23-4f4345d259bc,157,854,Toys,357.52,5,2024-06-02 14:59:58.897063,2024-06-08 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,"62910 Burton Motorway, New Kimberly, Iowa 57293",VIP,1787.6,2024-06,2024,Sunday,6.0,2024-06,Jun-2024
703fdca8-d282-4661-b773-822d2f0d3840,1,179,Electronics,189.17,4,2024-07-15 14:59:58.897063,2024-07-17 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,"74500 James Common, Christopherchester, Kansas 71728",VIP,756.68,2024-07,2024,Monday,2.0,2024-07,Jul-2024
9c7d4848-e034-47d1-83d9-24679124b487,466,691,Books,302.92,1,2024-04-27 14:59:58.897063,2024-04-30 14:59:58.897063,Delivered,PayPal,Tablet,Organic,"83272 Jeffery Island, Port Philipside, Kansas 93384",New,302.92,2024-04,2024,Saturday,3.0,2024-04,Apr-2024
cc7b8db4-cc1c-499e-9f18-c996c56b523a,192,394,Books,104.68,4,2024-08-26 14:59:58.897063,2024-09-01 14:59:58.897063,Delivered,PayPal,Mobile,Paid Search,"46774 James Corners Apt. 743, West Michael, North Carolina 65792",Returning,418.72,2024-08,2024,Monday,6.0,2024-08,Aug-2024
95355020-41b0-4691-b1a9-d3745328e894,4,820,Electronics,221.83,1,2024-09-01 14:59:58.897063,2024-09-06 14:59:58.897063,Returned,Debit Card,Mobile,Email,"29897 Johnson Loop, Krystalburgh, South Carolina 34131",VIP,221.83,2024-09,2024,Sunday,5.0,2024-09,Sep-2024
d617ad4f-40c7-4cb4-b390-eaa43cb61317,454,186,Toys,184.8,1,2025-03-20 14:59:58.897063,2025-03-23 14:59:58.897063,Delivered,Credit Card,Tablet,Social,"9673 Brown Inlet, Dennisbury, Kansas 57708",VIP,184.8,2025-03,2025,Thursday,3.0,2025-03,Mar-2025
1b361b83-a60b-4aa8-888d-ccd50b3a9726,2834,462,Home,152.77,5,2024-07-26 14:59:58.897063,2024-07-27 14:59:58.897063,Delivered,Apple Pay,Desktop,Paid Search,"8315 Baxter Mall Suite 119, Neilville, Virginia 70754",Returning,763.85,2024-07,2024,Friday,1.0,2024-07,Jul-2024
23ac867c-814a-49e2-ac3b-9fcde75c9ba9,286,688,Home,308.78,2,2025-02-01 14:59:58.897063,2025-02-07 14:59:58.897063,Delivered,Google Pay,Desktop,Social,"527 Chad Land Suite 475, Lake Gregory, Kansas 89051",VIP,617.56,2025-02,2025,Saturday,6.0,2025-02,Feb-2025
eac3d0c8-baea-40c0-b4fd-29d211047e09,204,418,Toys,144.68,4,2025-01-21 14:59:58.897063,2025-01-25 14:59:58.897063,Delivered,Debit Card,Mobile,Social,"1605 Lori Ways, Georgeburgh, Hawaii 43458",VIP,578.72,2025-01,2025,Tuesday,4.0,2025-01,Jan-2025
dff2de18-18f5-464a-9517-0a2af9eb141c,407,333,Beauty,216.99,1,2024-07-20 14:59:58.897063,2024-07-21 14:59:58.897063,Delivered,Apple Pay,Tablet,Email,"80711 Robert Pike, North Ronaldton, Idaho 65568",Returning,216.99,2024-07,2024,Saturday,1.0,2024-07,Jul-2024
9bfe359b-1b30-4bbe-9f44-0e38ecc6ba46,1947,585,Beauty,274.13,4,2025-01-16 14:59:58.897063,2025-01-22 14:59:58.897063,Delivered,Apple Pay,Desktop,Paid Search,"388 Gibson Groves, North Rachel, Mississippi 58628",Returning,1096.52,2025-01,2025,Thursday,6.0,2025-01,Jan-2025
835a87e0-f07c-44f9-ad89-9fc84da98eb3,1266,853,Toys,313.21,2,2025-04-08 14:59:58.897063,2025-04-15 14:59:58.897063,Delivered,Debit Card,Mobile,Paid Search,"8100 Todd Mount, West Susan, Delaware 63987",Returning,626.42,2025-04,2025,Tuesday,7.0,2025-04,Apr-2025
233ea21f-4948-4d49-b4a8-cce9929ee3f4,1,71,Books,53.49,4,2024-08-18 14:59:58.897063,2024-08-20 14:59:58.897063,Delivered,Credit Card,Mobile,Organic,"07027 Sanchez Mission, East Tiffany, Kentucky 94822",VIP,213.96,2024-08,2024,Sunday,2.0,2024-08,Aug-2024
397a88a9-e696-41d4-885e-b87690ec175a,57,174,Toys,70.11,1,2024-05-21 14:59:58.897063,2024-05-22 14:59:58.897063,Shipped,Apple Pay,Mobile,Email,"54780 Kimberly Drive, Derekberg, Nevada 68756",VIP,70.11,2024-05,2024,Tuesday,1.0,2024-05,May-2024
133d1546-44e6-4a5e-9ad7-7f92a61c90db,1,933,Electronics,372.78,1,2024-07-04 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,"277 Taylor Parkway, New Andreside, Georgia 14413",VIP,372.78,2024-07,2024,Thursday,2.0,2024-07,Jul-2024
aedf50f3-7ae2-464a-8a6b-2352821b6581,389,624,Electronics,46.62,2,2024-10-26 14:59:58.897063,2024-10-30 14:59:58.897063,Shipped,PayPal,Desktop,Paid Search,"4739 Thompson Camp Suite 163, Jonesmouth, Massachusetts 08656",VIP,93.24,2024-10,2024,Saturday,4.0,2024-10,Oct-2024
4457de8d-4021-4846-89a6-b6b3496f116a,1420,391,Beauty,464.35,3,2024-05-07 14:59:58.897063,2024-05-08 14:59:58.897063,Shipped,Google Pay,Mobile,Social,"38264 Olsen Radial Suite 717, South Danielburgh, Florida 82803",Returning,1393.0500000000002,2024-05,2024,Tuesday,1.0,2024-05,May-2024
7c925e52-5e66-4def-8661-ea0285124efe,1036,223,Books,83.54,1,2025-03-18 14:59:58.897063,2025-03-22 14:59:58.897063,Delivered,Apple Pay,Tablet,Paid Search,"586 Miller Mountains Apt. 652, New Wendy, Hawaii 73477",VIP,83.54,2025-03,2025,Tuesday,4.0,2025-03,Mar-2025
218c872f-74d1-435f-9e7d-59b122dc15a4,989,775,Books,416.59,1,2025-02-20 14:59:58.897063,2025-02-24 14:59:58.897063,Delivered,Credit Card,Mobile,Email,"0649 Tran Highway Suite 162, Donnachester, Maryland 95551",Returning,416.59,2025-02,2025,Thursday,4.0,2025-02,Feb-2025
